,id,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,pval,padj,resVarA,resVarB,AGI,Description,Nitrate induced,Nitrate repressed,Present in ATH1?,,
15803,protein_coding_gene|+|AT5G19970,40.97798721,7.495507649,74.46046677,9.934012513,3.312376564,2.99E-19,1.23E-16,0.010708062,0.488073912,AT5G19970,unknown protein; Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,1,0,1,,
15831,protein_coding_gene|+|AT5G20250,105.1020007,69.0106534,141.1933481,2.045964516,1.032781124,0.000152744,0.007999528,2.82904999,4.585194681,AT5G20250,"DIN10, Raffinose synthase family protein",1,0,1,,
15850,protein_coding_gene|+|AT5G20540,28.73745068,12.78758546,44.6873159,3.494585906,1.805121512,9.02E-07,8.86E-05,0.141923921,0.736430703,AT5G20540,"ATBRXL4, BRX-LIKE4, BRXL4, BREVIS RADIX-like 4",1,0,1,,
15873,protein_coding_gene|-|AT5G20885,69.61293308,39.1835211,100.0423451,2.553173943,1.352291829,1.76E-06,0.00016213,0.643435678,0.133857353,AT5G20885,RING/U-box superfamily protein,1,0,1,,
15953,protein_coding_gene|+|AT5G22630,164.3711836,214.0029785,114.7393887,0.536157905,-0.89927014,0.000468468,0.020540681,2.708488344,0.853446838,AT5G22630,"ADT5, arogenate dehydratase 5",0,1,1,,
16101,protein_coding_gene|-|AT5G24410,18.74494611,7.757226898,29.73266531,3.832898754,1.93843589,7.78E-06,0.000598659,0.227193339,0.905968012,AT5G24410,"PGL4, 6-phosphogluconolactonase 4",1,0,1,,
16120,protein_coding_gene|-|AT5G24660,15.02734824,7.983339164,22.07135731,2.764677394,1.467111144,0.000957982,0.037865405,0.710698419,0.031543082,AT5G24660,"LSU2, response to low sulfur 2",1,0,1,,
16133,protein_coding_gene|-|AT5G24840,10.86484413,5.292077807,16.43761044,3.106078755,1.63509441,0.001119186,0.043240022,0.232823056,0.514357037,AT5G24840,tRNA (guanine-N-7) methyltransferase,1,0,1,,
16209,protein_coding_gene|-|AT5G26010,19.14629171,7.621559539,30.67102389,4.024245134,2.008718189,2.42E-06,0.00021716,1.540421739,0.233206615,AT5G26010,Protein phosphatase 2C family protein,1,0,1,,
16265,protein_coding_gene|-|AT5G27100,12.74446658,4.587749495,20.90118365,4.555868553,2.187726123,1.47E-05,0.001038639,0.666099303,0.159683531,AT5G27100,"ATGLR2.1, GLR2.1, glutamate receptor 2.1",1,0,1,,
16340,protein_coding_gene|+|AT5G28610,12.86133961,5.951183666,19.77149555,3.322279509,1.732173455,0.000259347,0.012867715,0.026143449,0.214242251,AT5G28610,BEST Arabidopsis thaliana protein match is: glycine-rich protein (TAIR:AT5G28630.1); Has 1536 Blast hits to 1202 proteins in 136 species: Archae - 0; Bacteria - 8; Metazoa - 888; Fungi - 120; Plants - 71; Viruses - 39; Other Eukaryotes - 410 (source: NCBI BLink).,1,0,1,,
16393,protein_coding_gene|-|AT5G35620,79.59447269,46.940748,112.2481974,2.391274152,1.25777954,4.49E-06,0.000371111,0.752484248,0.085706659,AT5G35620,"EIF(ISO)4E, EIF4E2, eIFiso4E, LSP, LSP1, Eukaryotic initiation factor 4E protein",1,0,1,,
16394,protein_coding_gene|+|AT5G35630,127.521666,61.13699008,193.906342,3.171669749,1.665242558,4.57E-11,8.28E-09,0.362582146,0.001340026,AT5G35630,"ATGSL1, GLN2, GS2, glutamine synthetase 2",1,0,1,,
16417,protein_coding_gene|-|AT5G36140,11.23794266,18.82921403,3.646671298,0.193670925,-2.36832071,0.000144289,0.007620214,0.458158204,0.733060816,AT5G36140,"CYP716A2, cytochrome P450, family 716, subfamily A, polypeptide 2",0,1,1,,
16445,protein_coding_gene|-|AT5G37260,11.08092923,4.009473074,18.15238538,4.527374307,2.178674588,6.39E-05,0.003827224,0.667355529,0.01409413,AT5G37260,"CIR1, RVE2, Homeodomain-like superfamily protein",1,0,1,,
16467,protein_coding_gene|-|AT5G37600,389.4569261,514.9260502,263.9878021,0.512671289,-0.963893989,5.50E-05,0.003333549,0.881871178,0.997432093,AT5G37600,"ATGLN1;1, ATGSR1, GLN1;1, GSR 1, glutamine synthase clone R1",0,1,1,,
16487,protein_coding_gene|-|AT5G37990,48.1083564,66.40307637,29.81363642,0.448979747,-1.155277727,0.000583095,0.024985616,0.384906461,0.373455728,AT5G37990,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,0,1,1,,
16499,protein_coding_gene|+|AT5G38200,45.87218042,27.38121414,64.36314669,2.350631581,1.23304844,4.96E-05,0.003044837,0.109769636,0.046738276,AT5G38200,Class I glutamine amidotransferase-like superfamily protein,1,0,0,,
16581,protein_coding_gene|+|AT5G39590,51.95343315,22.87429409,81.03257222,3.542516849,1.824774715,3.43E-09,5.09E-07,0.545730613,0.046799132,AT5G39590,TLD-domain containing nucleolar protein,1,0,1,,
16637,protein_coding_gene|-|AT5G40450,336.1778229,239.7782702,432.5773756,1.804072467,0.851257291,8.42E-05,0.004871806,2.39187606,1.731453017,AT5G40450,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast, plasma membrane; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",1,0,1,,
16639,protein_coding_gene|-|AT5G40470,25.04680662,9.925049755,40.16856348,4.047190138,2.016920629,5.98E-08,7.47E-06,1.029643204,2.05973372,AT5G40470,RNI-like superfamily protein,1,0,1,,
16665,protein_coding_gene|+|AT5G40780,65.81900805,92.03984578,39.59817031,0.43022856,-1.216824796,4.50E-05,0.002793184,0.852498756,0.536082218,AT5G40780,"LHT1, lysine histidine transporter 1",0,1,1,,
16670,protein_coding_gene|+|AT5G40850,439.3968812,38.59562921,840.1981332,21.76925601,4.444220198,1.21E-67,2.28E-63,0.171680719,2.132598995,AT5G40850,"UPM1, urophorphyrin methylase 1",1,0,1,,
16674,protein_coding_gene|-|AT5G40890,20.60601528,9.915434287,31.29659627,3.156351539,1.658257895,2.38E-05,0.001574656,0.704585672,1.967611524,AT5G40890,"ATCLC-A, ATCLCA, CLC-A, CLC-A, CLCA, chloride channel A",1,0,1,,
16728,protein_coding_gene|-|AT5G41670,2155.95724,222.2558483,4089.658631,18.40067949,4.201687137,1.32E-55,4.13E-52,0.123139635,2.837833651,AT5G41670,6-phosphogluconate dehydrogenase family protein,1,0,1,,
16828,protein_coding_gene|+|AT5G42830,21.6216105,10.3128209,32.9304001,3.193151557,1.674981029,4.36E-05,0.00274326,0.487304693,0.720588758,AT5G42830,HXXXD-type acyl-transferase family protein,1,0,1,,
16829,protein_coding_gene|+|AT5G42840,4.253815559,0.397386609,8.110244508,20.40895271,4.351130247,7.73E-05,0.004525882,0.32688364,1.081947398,AT5G42840,Cysteine/Histidine-rich C1 domain family protein,1,0,1,,
16842,protein_coding_gene|-|AT5G42990,17.53264245,9.211105975,25.85417893,2.806848494,1.488951193,0.000419238,0.018864721,0.453236767,0.000316741,AT5G42990,"UBC18, ubiquitin-conjugating enzyme 18",1,0,1,,
17021,protein_coding_gene|+|AT5G45380,389.8679152,516.3625024,263.3733279,0.5100551,-0.971274988,9.50E-05,0.005412604,2.843811483,0.094844614,AT5G45380,"ATDUR3, DUR3, solute:sodium symporters;urea transmembrane transporters",0,1,1,,
17145,protein_coding_gene|-|AT5G47100,8.805876922,2.248652295,15.36310155,6.832137448,2.772336999,1.71E-05,0.001183099,0.008021782,1.100914058,AT5G47100,"ATCBL9, CBL9, calcineurin B-like protein 9",1,0,1,,
17155,protein_coding_gene|+|AT5G47230,43.74196446,61.00417761,26.47975132,0.434064557,-1.20401847,0.000754076,0.031042237,7.12434339,0.61372788,AT5G47230,"ATERF-5, ATERF5, ERF5, ethylene responsive element binding factor 5",0,1,1,,
17177,protein_coding_gene|-|AT5G47560,57.14035545,32.88017328,81.40053762,2.475672404,1.307820421,1.25E-05,0.000900534,0.677913408,0.971411001,AT5G47560,"ATSDAT, ATTDT, TDT, tonoplast dicarboxylate transporter",1,0,1,,
17194,protein_coding_gene|+|AT5G47740,18.09825366,4.804246292,31.39226104,6.534273875,2.708026925,5.77E-09,8.24E-07,0.111083895,0.140542403,AT5G47740,Adenine nucleotide alpha hydrolases-like superfamily protein,1,0,1,,
17296,protein_coding_gene|-|AT5G48930,168.0249559,217.7190311,118.3308808,0.543502698,-0.879640898,0.000588876,0.025176106,0.873896593,0.084554828,AT5G48930,"HCT, hydroxycinnamoyl-CoA shikimate/quinate hydroxycinnamoyl transferase",0,1,1,,
17333,protein_coding_gene|+|AT5G49480,276.3083248,131.4687101,421.1479396,3.203408167,1.679607633,2.05E-13,4.88E-11,0.00031254,1.416401592,AT5G49480,"ATCP1, CP1, Ca2+-binding protein 1",1,0,1,,
17359,protein_coding_gene|+|AT5G49780,12.41556682,5.508574604,19.32255904,3.507723945,1.810535213,0.000285304,0.013863705,0.441921056,0.011818381,AT5G49780,Leucine-rich repeat protein kinase family protein,1,0,1,,
17394,protein_coding_gene|+|AT5G50200,209.2865387,46.30763366,372.2654437,8.038964946,3.00700976,4.44E-32,3.64E-29,0.920796252,9.514726561,AT5G50200,"ATNRT3.1, NRT3.1, WR3, nitrate transmembrane transporters",1,0,1,,
17429,protein_coding_gene|+|AT5G50850,116.2310738,76.61583689,155.8463107,2.034126586,1.024409463,5.17E-05,0.003153781,0.159520072,0.004586034,AT5G50850,"MAB1, Transketolase family protein",1,0,1,,
17473,protein_coding_gene|+|AT5G51440,87.63929703,51.16671787,124.1118762,2.425636847,1.278363574,1.01E-06,9.68E-05,1.516598373,3.25648424,AT5G51440,HSP20-like chaperones superfamily protein,1,0,1,,
17503,protein_coding_gene|+|AT5G51830,149.2663072,68.17065773,230.3619567,3.379195161,1.756679674,3.41E-12,7.15E-10,2.032662435,0.742317455,AT5G51830,pfkB-like carbohydrate kinase family protein,1,0,1,,
17516,protein_coding_gene|-|AT5G52020,18.49414868,10.41288127,26.57541608,2.552167396,1.351722958,0.000887559,0.035604332,2.854713912,0.017313226,AT5G52020,Integrase-type DNA-binding superfamily protein,1,0,1,,
17519,protein_coding_gene|+|AT5G52050,19.39358456,3.612086465,35.17508265,9.738161861,3.28364948,5.24E-12,1.07E-09,0.716379458,0.228892328,AT5G52050,MATE efflux family protein,1,0,1,,
17545,protein_coding_gene|-|AT5G52450,8.540112377,14.4675768,2.612647957,0.180586424,-2.469238656,0.000319439,0.01522338,1.858530395,0.016551576,AT5G52450,MATE efflux family protein,0,1,1,,
17559,protein_coding_gene|+|AT5G52640,305.2715529,187.6177092,422.9253966,2.254186977,1.172607187,1.54E-07,1.76E-05,1.910314221,9.26793175,AT5G52640,"ATHS83, AtHsp90-1, ATHSP90.1, HSP81-1, HSP81.1, HSP83, HSP90.1, heat shock protein 90.1",1,0,1,,
17577,protein_coding_gene|-|AT5G52882,90.19352373,62.43882575,117.9482217,1.889020498,0.917638357,0.00026325,0.012970595,0.509464623,1.608988716,AT5G52882,P-loop containing nucleoside triphosphate hydrolases superfamily protein,1,0,0,,
17601,protein_coding_gene|+|AT5G53160,66.32703277,44.44960739,88.20445815,1.984369791,0.9886809,0.000481846,0.021078242,0.6041575,1.331413533,AT5G53160,"PYL8, RCAR3, regulatory components of ABA receptor 3",1,0,1,,
17607,protein_coding_gene|-|AT5G53290,16.14147658,8.552000116,23.73095304,2.774900926,1.472436263,0.000548306,0.023764978,0.043108072,1.769938561,AT5G53290,"CRF3, cytokinin response factor 3",1,0,1,,
17622,protein_coding_gene|+|AT5G53460,1684.161222,580.4834211,2787.839023,4.802616098,2.26382049,2.31E-20,1.06E-17,0.314893968,0.558992025,AT5G53460,"GLT1, NADH-dependent glutamate synthase 1",1,0,1,,
17665,protein_coding_gene|+|AT5G54130,15.17557154,2.646038904,27.70510418,10.47040697,3.388245614,2.36E-10,4.04E-08,0.074819834,0.755008127,AT5G54130,Calcium-binding endonuclease/exonuclease/phosphatase family,1,0,1,,
17670,protein_coding_gene|-|AT5G54170,47.56379462,12.4354213,82.69216794,6.649727898,2.733295308,2.66E-16,8.79E-14,0.127613699,0.271924138,AT5G54170,Polyketide cyclase/dehydrase and lipid transport superfamily protein,1,0,1,,
17700,protein_coding_gene|+|AT5G54660,16.50982556,6.348570275,26.67108084,4.201116108,2.070772659,8.95E-06,0.000672412,1.34E-05,1.62121407,AT5G54660,HSP20-like chaperones superfamily protein,1,0,1,,
17712,protein_coding_gene|+|AT5G54800,79.89397893,51.05028145,108.7376764,2.130011301,1.090861085,6.72E-05,0.003997464,0.035600626,0.27104756,AT5G54800,"ATGPT1, GPT1, glucose 6-phosphate/phosphate translocator 1",1,0,1,,
17713,protein_coding_gene|-|AT5G54810,141.4606467,74.16706385,208.7542296,2.814648696,1.492954867,5.33E-09,7.67E-07,2.084108848,2.430862297,AT5G54810,"ATTSB1, TRP2, TRPB, TSB1, tryptophan synthase beta-subunit 1",1,0,0,,
17732,protein_coding_gene|+|AT5G55050,9.011276535,16.71622909,1.306323978,0.078147049,-3.67766479,3.15E-06,0.000274069,1.708489705,0.00640225,AT5G55050,GDSL-like Lipase/Acylhydrolase superfamily protein,0,1,1,,
17747,protein_coding_gene|+|AT5G55200,12.4834005,5.644241963,19.32255904,3.423410826,1.775434433,0.000285296,0.013863705,0.093613018,0.011807308,AT5G55200,Co-chaperone GrpE family protein,1,0,1,,
17807,protein_coding_gene|-|AT5G56080,24.33276346,6.565067072,42.10045985,6.412799654,2.680954336,2.65E-11,5.16E-09,0.693291921,4.815096553,AT5G56080,"ATNAS2, NAS2, nicotianamine synthase 2",1,0,1,,
17832,protein_coding_gene|-|AT5G56350,152.2433091,109.4247962,195.061822,1.782610786,0.833991741,0.000440339,0.019534489,0.000247449,0.582736937,AT5G56350,Pyruvate kinase family protein,1,0,1,,
17889,protein_coding_gene|-|AT5G57120,58.59263238,35.14805651,82.03720825,2.334046784,1.222833479,6.39E-06,0.000501682,0.907090285,8.664385018,AT5G57120,"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: nucleolus; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: LisH dimerisation motif (InterPro:IPR006594), SRP40, C-terminal (InterPro:IPR007718); Has 101969 Blast hits to 55488 proteins in 2506 species: Archae - 424; Bacteria - 13843; Metazoa - 37674; Fungi - 9726; Plants - 4941; Viruses - 569; Other Eukaryotes - 34792 (source: NCBI BLink).",1,0,1,,
17933,protein_coding_gene|+|AT5G57660,17.61803815,9.518047678,25.71802861,2.702027714,1.434042472,0.000709331,0.029392791,1.04001154,0.037325411,AT5G57660,"ATCOL5, COL5, CONSTANS-like 5",1,0,1,,
17989,protein_coding_gene|+|AT5G58320,66.12075588,27.02904999,105.2124618,3.892569728,1.960722883,8.32E-12,1.67E-09,0.103033138,0.246583463,AT5G58320,Kinase interacting (KIP1-like) family protein,1,0,0,,
18022,protein_coding_gene|-|AT5G58690,15.64374219,7.188565946,24.09891844,3.352395822,1.7451925,8.86E-05,0.005106213,0.32989254,0.0989611,AT5G58690,"ATPLC5, PLC5, phosphatidylinositol-speciwc phospholipase C5",1,0,1,,
18023,protein_coding_gene|-|AT5G58700,44.31693461,21.11347331,67.52039592,3.197976711,1.677159433,1.67E-07,1.90E-05,0.254399002,0.084122491,AT5G58700,"ATPLC4, PLC4, phosphatidylinositol-speciwc phospholipase C4",1,0,1,,
18038,protein_coding_gene|-|AT5G58900,48.51634929,20.62564179,76.40705679,3.704469299,1.889266877,5.22E-09,7.57E-07,0.652745818,3.001666588,AT5G58900,Homeodomain-like transcriptional regulator,1,0,1,,
18052,protein_coding_gene|-|AT5G59050,14.19659754,22.27002615,6.123168936,0.274951134,-1.86275286,0.000459152,0.020226306,0.857044479,0.951903537,AT5G59050,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G54000.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).,0,1,1,,
18084,protein_coding_gene|-|AT5G59540,5.59331712,9.744159943,1.442474297,0.148034752,-2.755992202,0.001290797,0.048607033,0.045544303,0.886497993,AT5G59540,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein,0,1,1,,
18116,protein_coding_gene|+|AT5G59930,9.197972837,3.305144762,15.09080091,4.565851724,2.190884009,0.000202823,0.010391393,0.270220152,0.234980237,AT5G59930,Cysteine/Histidine-rich C1 domain family protein,1,0,1,,
18123,protein_coding_gene|-|AT5G60030,45.15685859,26.6865013,63.62721589,2.384247196,1.25353382,1.54E-05,0.001080218,2.268168202,4.136105973,AT5G60030,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G75335.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,1,0,1,,
18194,protein_coding_gene|+|AT5G61010,19.73874834,30.60552947,8.871967212,0.289881187,-1.786466388,0.000130567,0.007053747,1.360686497,0.156734551,AT5G61010,"ATEXO70E2, EXO70E2, exocyst subunit exo70 family protein E2",0,1,1,,
18223,protein_coding_gene|-|AT5G61410,15.65023986,8.154613507,23.14586621,2.838376851,1.505066149,0.000416652,0.018794063,0.124704808,1.561462505,AT5G61410,"EMB2728, RPE, D-ribulose-5-phosphate-3-epimerase",1,0,1,,
18319,protein_coding_gene|+|AT5G62720,6.553677323,0.397386609,12.70996804,31.9838861,4.999273334,5.09E-07,5.21E-05,0.237878445,6.239585456,AT5G62720,Integral membrane HPP family protein,1,0,1,,
18329,protein_coding_gene|+|AT5G62900,22.72006231,11.02676468,34.41335995,3.120893658,1.6419592,2.08E-05,0.001393524,0.866390822,0.051334533,AT5G62900,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: N-terminal protein myristoylation; LOCATED IN: cellular_component unknown; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 12 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G50090.1); Has 157 Blast hits to 157 proteins in 14 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 157; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,1,0,1,,
18350,protein_coding_gene|-|AT5G63135,8.01103244,2.646038904,13.37602598,5.05511312,2.337743376,0.000115274,0.00643009,0.113804934,0.183130648,AT5G63135,unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,1,0,1,,
18353,protein_coding_gene|-|AT5G63160,33.04410941,1.806043233,64.28217558,35.59282215,5.153514424,1.86E-25,1.30E-22,0.100738623,0.853742798,AT5G63160,"BT1, BTB and TAZ domain protein 1",1,0,0,,
18434,protein_coding_gene|-|AT5G64120,20.03339381,31.37145628,8.695331338,0.277173341,-1.851139593,2.07E-05,0.001390942,5.658510492,0.461609444,AT5G64120,Peroxidase superfamily protein,0,1,1,,
18464,protein_coding_gene|-|AT5G64410,58.95227493,87.85909836,30.0454515,0.341973137,-1.548045092,1.14E-06,0.000108119,0.207865129,0.104876925,AT5G64410,"ATOPT4, OPT4, oligopeptide transporter 4",0,1,1,,
18516,protein_coding_gene|+|AT5G65010,26.35528611,12.11886413,40.5917081,3.349464741,1.743930565,6.15E-06,0.000491369,0.776542843,2.014355976,AT5G65010,"ASN2, asparagine synthetase 2",1,0,1,,
18518,protein_coding_gene|-|AT5G65030,28.742944,3.043425512,54.44246248,17.88854771,4.160964361,1.37E-20,6.46E-18,0.096812256,3.417073572,AT5G65030,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G10210.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,1,0,0,,
18534,protein_coding_gene|+|AT5G65210,122.0111497,41.96522736,202.057072,4.814868994,2.267496545,2.89E-18,1.14E-15,0.099262918,0.004826774,AT5G65210,"TGA1, bZIP transcription factor family protein",1,0,1,,
18608,protein_coding_gene|+|AT5G65980,16.49037806,5.86073876,27.12001735,4.627405941,2.210203665,2.38E-06,0.000214354,0.543907319,0.927715576,AT5G65980,Auxin efflux carrier family protein,1,0,0,,
18627,protein_coding_gene|+|AT5G66170,110.9038052,157.3892846,64.4183259,0.409292958,-1.288794249,3.86E-06,0.000326538,3.61833297,0.402722941,AT5G66170,"STR18, sulfurtransferase 18",0,1,1,,
18655,protein_coding_gene|-|AT5G66530,13.06532361,6.086851025,20.04379619,3.292966446,1.719387812,0.000259116,0.012867715,0.587359351,0.000792133,AT5G66530,Galactose mutarotase-like superfamily protein,1,0,1,,
18656,protein_coding_gene|-|AT5G66540,27.57930643,15.26235002,39.89626285,2.614031444,1.386276495,4.04E-05,0.002573461,1.660614301,3.035809281,AT5G66540,"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: rRNA processing; LOCATED IN: cytosol, nucleolus, nucleus; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 12 growth stages; CONTAINS InterPro DOMAIN/s: U3 small nucleolar ribonucleoprotein complex, subunit Mpp10p (InterPro:IPR012173), Mpp10 protein (InterPro:IPR007151); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",1,0,1,,
18672,protein_coding_gene|+|AT5G66700,12.51849169,19.22660064,5.810382744,0.302205411,-1.726398604,0.001253281,0.047639846,0.586148847,0.00016528,AT5G66700,"ATHB53, HB-8, HB53, homeobox 53",0,1,1,,
18725,protein_coding_gene|-|AT5G67350,13.43226963,5.201632901,21.66290636,4.164635754,2.058190321,2.27E-05,0.001518765,0.035305915,0.273395895,AT5G67350,unknown protein; Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,1,0,1,,
18730,protein_coding_gene|-|AT5G67390,14.68175301,6.258125369,23.10538066,3.692061008,1.884426392,4.59E-05,0.002836433,0.347428162,0.064510983,AT5G67390,unknown protein; BEST Arabidopsis thaliana protein match is: Plant protein of unknown function (DUF863) (TAIR:AT1G69360.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,1,0,1,,
18733,protein_coding_gene|-|AT5G67420,112.2786942,9.518047678,215.0393407,22.59279928,4.497791129,9.60E-46,1.64E-42,0.09510498,0.272043417,AT5G67420,"ASL39, LBD37, LOB domain-containing protein 37",1,0,1,,
,,,,,,,,,,,,,392,113,,,
